ano,regiao,uf,ies,grande_area,area,nivel,autor,sexo
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,IVANA DENISE PARRELA,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ARNALDO LEITE DE ALVARENGA,Homem
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SAVANA DINIZ GOMES MELO,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,ROGERIO PALHARES ZSCHABER  DE ARAUJO,Homem
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,CAMILA FERNANDA GUIMARAES SANTIAGO,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,JULIANA MARIA SIMOES CAMPOS,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,INES MENDES PINTO,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA JOSE FRANCISCO DE SOUZA,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,DENISE MARIA MAIA,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,EUCIDIO PIMENTA ARRUDA,Homem
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,NILMA SOARES DA SILVA,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,VANDA ARANTES DO VALLE,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JOSIMEIRE MENESES JULIO,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,GLAUCIA MARIA DOS SANTOS JORGE,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MAYSA GOMES RODRIGUES,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA DO CARMO DA SILVA DIAS,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,ADRIANE APARECIDA VIDAL COSTA,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA APARECIDA DE SOUZA GERKEN,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,KELY CRISTINA NOGUEIRA,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,CARLA JUSCELIA DE OLIVEIRA SOUZA,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,ANA CAROLINA VIMIEIRO GOMES,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,MAGNUS LUIZ EMMENDOERFER,Homem
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,ROBERTO ABDALA JUNIOR,Homem
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MARINA ALVES AMORIM,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,KARLA CUNHA PADUA,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,CARLOS FERNANDO FERREIRA LOBO,Homem
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,EUCLIDES DE FREITAS COUTO,Homem
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,FERNANDA OTONI DE BARROS,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LUIZ ANTONIO DA SILVA,Homem
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,ANGELA MARIA DA SILVA GOMES,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,WAGNER LANNES,Homem
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,VALERIA DE FATIMA RAIMUNDO,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,DANIELA PERRI  BANDEIRA,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,EDIL CARVALHO GUEDES FILHO,Unissex
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,VALERIA DE OLIVEIRA ROQUE ASCENCAO,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,RUBENS GOYATA CAMPANTE,Homem
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,VERA LUCIA NOGUEIRA,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,ANDRE VELLOSO BATISTA FERREIRA,Homem
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,CRISTIANA MARIA DE OLIVEIRA GUIMARAES,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,NADIA LAGUARDIA DE LIMA,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,PAULO MAGALHAES ARAUJO,Homem
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,RENATA MOREIRA MARQUEZ,Mulher
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,WAGNER AHMAD AUAREK,Homem
2009,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,ELEONORA SCHETTINI MARTINS CUNHA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,NILZA HELENA DE OLIVEIRA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,JEANETH XAVIER DE ARAUJO,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MICHELINE MADUREIRA LAGE,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,VANIA APARECIDA COSTA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,NARA LUCIENE ROCHA FIDALGO,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,PEDRO RAMOS DOLABELA CHAGAS,Homem
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,ANDREIA DOS SANTOS,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,JOSE HENRIQUE DA SILVA JUNIOR,Homem
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,CASSIO CORREA BENJAMIM,Homem
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA LUIZA RODRIGUES DA COSTA NEVES,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,LUCIANO MARCOS CURI,Homem
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SHIRLEI REZENDE SALES DO ESPIRITO SANTO,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,LINCOLN THADEU GOUVEA DE FRIAS,Homem
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA BETANIA E SILVA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,PAULA BAMBERG,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,ANA MARTA LOBOSQUE DE OLIVEIRA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SUZANA DOS SANTOS GOMES,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,JULIANA PEIXOTO,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ELLEN DE CASSIA SOUSA PARRELA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MIRIAM HERMETO DE SA MOTTA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,PAULO HENRIQUE DIAS MENEZES,Homem
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LORENE DOS SANTOS,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,RAINER CAMARA PATRIOTA,Homem
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,VALERIA BARBOSA DE RESENDE,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MARILECIA OLIVEIRA SANTOS,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARCIA AMBROSIO RODRIGUES REZENDE,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ODIL DE LARA PINTO,Homem
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,GUSTAVO MELO SILVA,Homem
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,DANIELA ABRITTA COTA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,DANIETE FERNANDES ROCHA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARCILAINE SOARES INACIO GOMES,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA LUCIANA BRANDAO SILVA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CHARLES MOREIRA CUNHA,Homem
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CLEIDE MARIA MACIEL DE MELO,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA INES BARREIROS SENNA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SABINA MAURA SILVA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,RAPHAEL AUGUSTO TEIXEIRA DE AGUIAR,Homem
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CELIA APARECIDA ROCHA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,HELEN DENISE DANERES LEMOS,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,RAFAELA CYRINO PERALVA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,EDIMEIA MARIA RIBEIRO DE MELLO,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,MARIA APARECIDA MACHADO PEREIRA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,REGINA LUCIA CERQUEIRA DIAS,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ANDREIA DE ASSIS FERREIRA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ELIZABETH VIEIRA MAIA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,BRUNO FLAVIO LONTRA FAGUNDES,Homem
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SONIA MARIA SCHNEIDER,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,LUCIANA MARIA DE ARAGAO BALLESTRIN,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,RENATA DE SOUZA GUERRA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,REGINALDO GONCALVES DE SOUZA,Homem
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,WILSON JOSE ANTONIO DA CRUZ,Homem
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LUCIA DE FATIMA MELO,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,DIVA SOUZA SILVA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,DANIEL ABUD SEABRA MATOS,Homem
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,GRACE GOTELIP CABRAL,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA HELENA  OLIVEIRA GONCALVES AUGUSTO,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIZA BARCELLOS GOES,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,VANESSA FERRAZ ALMEIDA NEVES,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,EDNACELI ABREU DAMASCENO,Desconhecido
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,EDNA MARIA SANTANA MAGALHAES,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,DANIELA PAIVA DE ALMEIDA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,SIRLEI LOPES BASTOS,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,WELLINGTON LOPES ASSIS,Homem
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,MARIA ANGELA FIGUEIREDO BRAGA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,TANIA APARECIDA FERREIRA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,EDUARDO CERQUEIRA BATITUCCI,Homem
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,VIRGINIA DE LIMA PALHARES,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,LUCIANA DE OLIVEIRA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ALESSANDRA LATALISA DE SA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ANDREA MARIA FAVILLA LOBO,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,PAULA CRISTINA DE ALMEIDA RODRIGUES,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ANA LUIZA DE QUADROS,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ALICIA MARIA ALMEIDA LOUREIRO,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARGARETE PARREIRA MIRANDA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,MARCELO SOARES DULCI,Homem
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CARLA VALERIA VIEIRA LINHARES MAIA,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,HELVECIO PINTO DO NASCIMENTO,Homem
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,RENATA NUNES VASCONCELOS,Mulher
2010,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MABEL SALGADO PEREIRA,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,DEBORA CRISTINA REZENDE DE ALMEIDA,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MARCIA ALMADA,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,ANA MARIA PRESTES RABELO,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,FLAVIA PEREIRA XAVIER,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,LUCIANO DA SILVA MOREIRA,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,RENATA PEIXOTO DE OLIVEIRA,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,FLAVIA DE PAULA DUQUE BRASIL,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CECILIA VIEIRA DO NASCIMENTO,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,FERNANDA MARIA BELOTTI,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,MARTA MENDES ROCHA,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,KARINA RABELO LEITE MARINHO,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MARCUS MARCIANO GONCALVES DA SILVEIRA,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,LUCIANA ASSIS COSTA,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,ADRIANO EURIPEDES MEDEIROS MARTINS,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA DE LOURDES ESTEVES BEZERRA,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,VANDER SCHULZ NOTHLING DE PAULA,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,LUIZ FLAVIO NEUBERT,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JULIANNA SILVA GLORIA,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,MONICA BARROS DE LIMA STARLING,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,ANA PAULA REPOLES TORRES,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JOSE COSME DRUMOND,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,LETICIA GODINHO DE SOUZA,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,DANIEL CAVALCANTI DE ALBUQUERQUE LEMOS,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,ROGERIO GERSPACHER LARA,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,LUIS FELIPE ZILLI DO NASCIMENTO,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,MARIA HELENA ROCHA,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,RENATO DA SILVA MELO,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,RAFAELA CYRINO PERALVA DIAS,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SIMONE APARECIDA FERNANDES,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,LEONARDO CRISTIAN ROCHA,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,ROGERIO PEREIRA DE ARRUDA,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,SANDRO AMADEU CERVEIRA,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,GUSTAVO MELO SILVA,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ROSA CRISTINA PORCARO,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,VITOR MARCOS AGUIAR DE MOURA,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,FABIO HENRIQUE VIANA,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CLEYDE OLIVEIRA DE CASTRO,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JANAINA GARCIA SANCHES,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA JULIANA DE ALMEIDA E SILVA,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JOSE MANUEL SITA GOMES,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ELIANE CASTRO VILASSANTI,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,ALICIA DUARTE PENNA,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ROSELY CARLOS AUGUSTO,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,RONALDO VIELMI FORTES,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,ADRIANA FERREIRA DE MELO,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CLAUDIO MARCIO OLIVEIRA,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ANA CRISTINA PEREIRA LAGE,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,GILVANICE BARBOSA DA SILVA MUSIAL,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JOSE DOURADO DE SOUZA,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ALELUIA HENRIGER LISBOA TEIXEIRA,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ROGERIO CORREIA DA SILVA,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,CLAUDIO ROBERTO DE JESUS,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,DENISE MARQUES BAHIA,Mulher
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA:subcomissão FILOSOFIA,Doutorado,JOSE RICARDO SOUSA RODRIGUES,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,VANDEIR ROBSON DA SILVA MATIAS,Homem
2011,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,GERALDO JOSE DA SILVA,Homem
