author;first_author_surname;institution;inst_adress;country;title;year;journal;volume;number;first_page;last_page;abstract;keywords;doi;n_authors;n_pages;n_refs
"Uenis Tannuri; Ana Cristina Aoun Tannuri; Marina Fussae Fukutaki; Maura Salaroli de Oliveira; Valéria Marques Figueira Muoio; Alfonso Araujo Massaguer";Tannuri;,  ; ;;Effects of circular myotomy on the healing of esophageal suture anastomosis: an experimental study;1999;Revista do Hospital das Clínicas;54;1;9;16;For esophageal reconstruction in newborns with esophageal atresia, esophageal reunion with an end-to-end anastomosis is the ideal procedure, although it may result in leaks and strictures due to tension on the suture line, mainly in cases with a wide gap between the ends. Circular myotomy (Livaditis' procedure) is the best method to elongate the proximal esophageal pouch and reduce anastomotic tension. This experimental investigation in dogs was undertaken to attempt to verify that circular myotomy decreases the anastomotic leak rate in newborns with wide gap esophageal atresia, and to analyze whether the technique promotes morphologic changes in the anastomotic scar. A pilot study demonstrated that it is necessary to resect more than 8 cm (40% of the total esophageal length) in order to obtain high leak rates. In the experimental project, such resection was performed in dogs divided into two groups (control group, anastomosis only, and experimental group, anastomosis plus circular myotomy in the proximal esophageal segment). The animals were killed in the 14th postoperative day, submitted to autopsy, and were evaluated as to the presence of leaks and strictures, as well as to the features (macroscopic and microscopic aspects) of the anastomosis. Leak rates were the same in both groups. Morphometric analysis revealed that in animals in the experimental group, the anastomotic scar was thinner than the control animals, and the isolated muscular manchette distal to the site of myotomy was replaced by fibrous tissue. Correspondingly, a decreased number of newly formed small vessels were noted in the experimental animals, compared to control animals. We concluded that circular myotomy does not decrease the incidence of anastomotic leaks, and it also promotes deleterious changes in anastomotic healing.;"Esophagus; Circular esophageal myotomy; Esophageal atresia; Long gap; Esôfago; Miotomia circular; Atresia de esôfago";10.1590/S0041-87811999000100003;6;7;65
"Márcia Saldanha Kubrusly; Euclides Matheucci Junior; Kátia Ramos Moreira Leite; Ana Maria de Mendonça Coelho; Osmar Monte; Marcel Cerqueira Cesar Machado; Henrique Walter Pinotti";Kubrusly;",São Paulo University Faculty of Medicine Gastroenterology Surgery Department; ,Santa Casa Hospital Physiology Department Molecular Biology Laboratory";" ;  ";;Detection of codon 12 mutation in the k-ras oncogene in pancreatic tumors;1999;Revista do Hospital das Clínicas;54;1;17;20;Mutations at codons 12, 13, or 61 of the H-ras, K-ras, and N-ras have been detected in human neoplasias by a variety of techniques. Some of these techniques are very sensitive and can detect K-ras mutation in 90% of the cases of pancreatic adenocarcinomas. We analyzed 11 samples of pancreatic adenocarcinoma, three samples of pancreatic mucinous cystadenoma, and two samples without tumors in formalin-fixed paraffin embedded tissue sections. K-ras mutations at codon 12 were detected by a two-step PCR-enriched technique in all the samples of pancreatic adenocarcinoma, but not in cystadenoma or control samples. This technique may be useful for early detection of pancreatic cancer.;"Point mutation; Oncogene K-ras; Pancreatic adenocarcinoma; Polymerase chain reaction (PCR); Mutação pontual; Oncogene K-ras; Adenocarcinoma pancreático; Reação de polimerização em Cadeia";10.1590/S0041-87811999000100004;7;3;31
"Eliana Barbosa; Emília A.M. Moreira; José Eduardo Goes; Joel Faintuch";Barbosa;,  ; ;;Pilot study with a glutamine-supplemented enteral formula in critically ill infants;1999;Revista do Hospital das Clínicas;54;1;21;24;Seriously ill infants often display protein-calorie malnutrition due to the metabolic demands of sepsis and respiratory failure. Glutamine has been classified as a conditionally essential amino acid, with special usefulness in critical patients. Immunomodulation, gut protection, and prevention of protein depletion are mentioned among its positive effects in such circumstances. With the intent of evaluating the tolerance and clinical impact of a glutamine supplement in seriously ill infants, a prospective randomized study was done with nine patients. Anthropometric and biochemical determinations were made, and length of stay in the intensive care unit (ICU), in the hospital, and under artificial ventilation, and septic morbidity and mortality were tabulated. Infants in the treatment group (n=5) were enterally administered 0.3 g/kg of glutamine, whereas controls received 0.3 g/kg of casein during a standard period of five days. Septic complications occurred in 75% of the controls (3/4) versus 20% of the glutamine-treated group (1/5, p<=0.10), and two patients in the control group died of bacterial infections (50% vs. 0%, p<=0.10). Days in the ICU, in the hospital, and with ventilation numerically favored glutamine therapy, although without statistical significance. The supplements were usually well tolerated, and no patient required discontinuation of the program. The conclusion was that glutamine supplementation was safe and tended to be associated with less infectious morbidity and mortality in this high-risk population.;"Pediatric critical care; Pediatric nutrition; Glutamine; Enteral nutrition; Sepsis; Terapia intensiva pediátrica; Nutrição pediátrica; Glutamina; Nutrição enteral; Sepse";10.1590/S0041-87811999000100005;4;3;8
"Roberto Basile Júnior; Laércio Alberto Rosemberg; Fernando Machado Pedrosa; Eduardo Von Uhlendorff; Claudia M. Matuoka; Pil Sun Choi";Basile Júnior;,University of São Paulo Hospital das Clínicas Instituto de Ortopedia e Traumatologia; ;;Vascular lesions of the lumbar epidural space: magnetic resonance imaging features of epidural cavernous hemangioma and epidural hematoma;1999;Revista do Hospital das Clínicas;54;1;25;28;The authors report the magnetic resonance imaging diagnostic features in two cases with respectively lumbar epidural hematoma and cavernous hemangioma of the lumbar epidural space. Enhanced MRI T1-weighted scans show a hyperintense signal rim surrounding the vascular lesion. Non-enhanced T2-weighted scans showed hyperintense signal.;"Lumbar pain; Lombar epidural cavernous hemangioma; Epidural hematoma; Lumbar disk hernia; Lumbar spine magnetic resonance; Lombociatalgia; Hemangioma cavernoso epidural lombar; Hematoma epidural lombar; Hérnia do disco lombar; Ressonância magnética da coluna lombar";10.1590/S0041-87811999000100006;6;3;8
"Celso Cukier; Dan L. Waitzberg; Viviane Chaer Borges; Maria de Lourdes T. Silva; Joaquim Gama-Rodrigues; Henrique Walter Pinotti";Cukier;,  ; ;;Clinical use of growth hormone and glutamine in short bowel syndrome;1999;Revista do Hospital das Clínicas;54;1;29;34;Growth hormone (GH) and glutamine (GLN) are considered bowel trophic factors and are used experimentally after bowel resection. Their clinical uses in short bowel syndrome (SBS) are still not standardized. It is of interest to verify metabolic, nutritional and side effects of the association of GH and GLN in SBS. Three patients, 39 (A), 33 (B), and 01 years old (C) underwent bowel resection with jejunum anastomosis 15 cm (A) and 60 cm (B) distant from the Treitz angle, and 40 cm (C) preserving the ileo cecal valve. GH Saizen (Serono - A), Genotropin (Pharmacia - B), and Norditropin (Novonordisk C) were administered in doses of 0.14 mg /kg/day. GLN (0.4 g/kg/day) was given orally for 10 days (A), 30 days (B) and 60 days to patient C (0.28 g/kg/day). Central TPN and adequate oral diet was administered according to the bowel adaptation phase. On the first day after beginning treatment patient A exhibited symptoms of hypoglycemia. There were no other side effects. After treatment, body weight was higher and analysis by bioelectrical impedance showed more lean mass and less fat mass compared to pre-treatment measurements. Nitrogen retention was progressively higher with treatment. Simultaneous treatment with GH and GLN does not cause significant side effects, and is associated with a favorable distribution of the body compartments and nitrogen retention in patients with the short bowel syndrome.;"Growth hormone; Glutamine; Short bowel syndrome; Clinical use; Hormônio do crescimento; Glutamina; Síndrome do intestino curto; Uso clínico";10.1590/S0041-87811999000100007;6;5;67
"Antonio Sérgio A. P. Terreri; Marco A. Ambrósio; André Pedrinelli; Roberto F.M. Albuquerque; Felix Andrusaitis; Júlia Maria D. Greve; João G. Carazzato; Marco Martins Amatuzzi";Terreri;,  ; ;;Isokinetic assessment of the flexor-extensor balance of the knee in athletes with total rupture of the anterior cruciate ligament;1999;Revista do Hospital das Clínicas;54;2;35;38;The purpose of this study was to assess the flexor-extensor group of muscles of the knee in young athletes diagnosed with a total rupture of the anterior cruciate ligament (ACL). Eighteen knees of 18 athletes (14 men and 4 women) with an average age of 21.6 years (range 16-32 years) were assessed with a Cybex 6000 model isokinetic apparatus. The average interval between occurrence of the injury and assessment was 10.2 months (range 2 - 48 months). There was an associated meniscal injury in eight of the knees. Athletes with any other kind of associated injury, limitation, or blockage of the movement of the joint, significant pain during the exam, or interval between injury and exam of less than two months were excluded from the study. The parameters studied were the peak torque-velocity and flexor-extensor relationships at the constant angular velocities of 60°/sec and 240°/sec. Previous warming-up was done by means of an ergometric bicycle and adaptation with 3 submaximal repetitions. The contra-lateral side, which presented no injury, was used as control. Peak torque (PT) at the constant velocity of 60°/sec was greater than that at 240°/sec for knees with and without injuries. However, there was no significant difference between the injured and uninjured sides at 60°/sec or at 240°/sec. The average value for the flexor-extensor relationship at 60°/sec on the injured was 60% (( 6), compared to 57% (( 10) on the contra-lateral side. At 240°/sec, the average value was 75% ((10) on the injured side, and 65% ((12) on the contra-lateral side. In conclusion, despite the complete rupture of the ACL of one knee, the average values for the flexor-extensor relationship were similar on the injured and uninjured sides at the velocity of 60°/sec. As the velocity increased, an increase in the values for the flexor-extensor relationship of the knee also occurred, indicating a tendency of the performance of the flexor muscle group to approach that of the extensor muscle group, and this tendency was more pronounced on the side of the injury.;"Isokinetic assessment; Knee; Anterior cruciate ligament; Sport; Muscular strength and balancy; Avaliação isocinética; Joelho; Ligamento cruzado anterior; Esporte; Força e equilíbrio muscular";10.1590/S0041-87811999000200001;8;3;7
"Daniel Ferreira da Cunha; Ana Augusta Sousa Barbosa; Alessandra Manfrin; Fabiana Sucupira Tiveron; Selma Freire de Carvalho da Cunha";Cunha;,Faculdade de Medicina do Triângulo Mineiro Departamento de Clínica Médica ;Uberaba MG;;Sodium serum levels in hypoalbuminemic adults at general medical wards;1999;Revista do Hospital das Clínicas;54;2;39;42;Hypoalbuminemia may cause interstitial edema and hemodilution, which we hypothesized may influence serum sodium levels. Our purpose was to compare serum sodium levels of hospitalized adults with or without hypoalbuminemia. All sodium and albumin serum levels of 142 adults hospitalized at general medical wards over a six-month period were searched at a University Hospital mainframe computer. Relevant laboratory data and clinical details were also registered. Hypoalbuminemia was defined by serum albumin concentration < 3.3 g/dl Fisher, Mann-Whitney, and Student's t tests were applied to compare groups with or without hypoalbuminemia. Ninety-nine patients, classified as hypoalbuminemic, had lower blood hemoglobin (10.68 ± 2.62 vs. 13.54 ± 2.41), and sodium (135.1 ± 6.44 vs. 139.9 ± 4.76mEq/l) and albumin (2.74 ± 0.35 vs. 3.58 ± 0.28g/dl) serum levels than non-hypoalbuminemic (n=43). Pearson's coefficient showed a significant direct correlation between albumin and sodium serum levels (r=0.40) and between serum albumin and blood hemoglobin concentration (r=0.46). Our results suggest that hypoalbuminemic adults have lower serum sodium levels than those without hypoalbuminemia, a phenomenon that may be at least partially attributed to body water retention associated with acute phase response syndrome.;"Sodium; Hypoalbuminemia; Acute phase response syndrome; Sódio; Hipoalbuminemia; Síndrome da resposta de fase aguda";10.1590/S0041-87811999000200002;5;3;10
"Luciano Henrique Gazoni Scremin; Carlos Eduardo Pereira Corbett; Márcia Dallastra Laurenti; Elizabeth Visone Nunes; Joaquim José Gama-Rodrigues; Masayuki Okumura";Scremin;,  ; ;;Megabladder in experimental Chagas disease: pathological features of the bladder wall;1999;Revista do Hospital das Clínicas;54;2;43;46;Mega-organs, primarily in the digestive tract, are well known to occur in chronic Chagas disease. Acute experimental infection with Trypanosoma cruzi results in parasitism of a wide range of cells, tissues, and organs, including the urinary bladder. Infection of BALB/c mice with 100,000 bloodstream forms of the Y strain of T. cruzi induced acute infection with intense parasitism of all layers of the urinary bladder. Parasites were found in the mucosa, lamina propria, muscular, adventitial connective, and fat tissue. Desquamate epithelial cells with amastigotes in the bladder lumen were also found. After 60 days of infection, mice inoculated with 50 bloodstream forms developed dilated, thin-walled bladders that had inflammatory infiltrates and foci of fibrosis replacing areas of damaged muscular layer. These lesions result from direct damage to the muscle fibers by the T. cruzi, leading to myosites, muscle damage, and scarring. Direct damage of paraganglia cells secondary to parasitism, leading to dilatation, damage of muscle fibers, and scarring with replacement of muscular tissue with connective tissue, should also be considered as a cause of functional disturbance of the urinary bladder.;"Trypanosoma cruzi; Urinary bladder; Pathology; T. cruzi; Bexiga urinária; Patologia";10.1590/S0041-87811999000200003;6;3;13
"Luiz Claudio Santos Thuler; Eduardo Velasco; Carlos Alberto de S. Martins; Marilak Villanova D'Assunção";Thuler;,Instituto Nacional de Câncer Hospital do Câncer ;Rio de Janeiro ;;Determinants of mortality in oncology patients colonized or infected with Staphylococcus aureus;1999;Revista do Hospital das Clínicas;54;2;47;52;Oxacillin-resistant Staphylococcus aureus (ORSA) infection is an important cause of hospital morbidity and mortality. The objective of this study was to identify the main factors associated with death in patients colonized or infected with Staphylococcus aureus in a cancer center. A matched-pair case-control study enrolled all patients infected or colonized with ORSA (cases) admitted to the Hospital do Câncer in Rio de Janeiro from 01/01/1992 to 12/31/1994. A control was defined as a patient hospitalized during the same period as the case-patients and colonized or infected with oxacillin-susceptible Staphylococcus aureus (OSSA). The study enrolled 95 cases and 95 controls. Patient distribution was similar for the two groups (p > or = 0.05) with respect to gender, underlying diseases, hospital transfer, prior infection, age, temperature, heart and respiratory rates, neutrophil count, and duration of hospitalization. Univariate analysis of putative risk factors associated with mortality showed the following significant variables: admission to the intensive care unit (ICU), presence of bacteremia, use of central venous catheter (CVC), ORSA colonization or infection, pneumonia, use of urinary catheter, primary lung infection, prior use of antibiotics, mucositis, and absence of cutaneous abscesses. Multivariate analysis showed a strong association between mortality and the following independent variables: admission to ICU (OR [odds ratio]=7.2), presence of Staphylococcus bacteremia (OR=6.8), presence of CVC (OR=5.3), and isolation of ORSA (OR=2.7). The study suggests a higher virulence of ORSA in comparison to OSSA in cancer patients.;"Staphylococcus aureus; Oxacillin-resistance; Mortality; Cancer; Staphylococcus aureus; Oxacilina-resistente; Mortalidade; Câncer";10.1590/S0041-87811999000200004;4;5;23
"Paulo Borini; Romeu Cardoso Guimarães";Borini;,  ; ;;Indicators of inflammation and cellular damage in chronic asymptomatic or oligosymptomatic alcoholics: correlation with alteration of bilirubin and hepatic and pancreatic enzymes;1999;Revista do Hospital das Clínicas;54;2;53;60;"Biochemical and hematimetric indicators of inflammation and cell damage were correlated with bilirubin and hepatic and pancreatic enzymes in 30 chronic male alcoholics admitted into psychiatric hospital for detoxification and treatment of alcoholism. Aspartate aminotransferase, alanine aminotransferase, gamma-glutamyltransferase, alkaline phosphatase, and total bilirubin were altered, respectively, in 90%, 63%, 87%, 23% and 23% of the cases. None of the indicators of inflammation (lactic dehydrogenase, altered in 16% of the cases; alpha-1 globulin, 24%; alpha-2 globulin, 88%; leucocyte counts, 28%) was correlated with alterations of bilirubin or liver enzymes. Lactic dehydrogenase was poorly sensitive for detection of hepatocytic or muscular damage. Alterations of alpha-globulins seemed to have been due more to alcohol metabolism-induced increase of lipoproteins than to inflammation. Among indicators of cell damage, serum iron, increased in 40% of the cases, seemed to be related to liver damage while creatine phosphokinase, increased in 84% of the cases, related to muscle damage. Hyperamylasemia was found in 20% of the cases and significantly correlated with levels of bilirubin, alkaline phosphatase and gamma-glutamyltransferase. It was indicated that injuries of liver, pancreas, salivary glands, and muscle occurred in asymptomatic or oligosymptomatic chronic alcoholics.";"Alcoholism; Liver; Inflammation; Cell damage; Alcoolismo; Fígado; Inflamação; Lesão celular; Enzimas";10.1590/S0041-87811999000200005;2;7;45
"Rowilson Flora Filho; Bruno Zilberstein";Flora Filho;,  ; ;;Reflux esophagitis and gastroesophageal reflux disease: a cross-sectional study of gastroesophageal reflux disease patients by age group;1999;Revista do Hospital das Clínicas;54;2;61;67;"The purpose of this study was to explore the relationship between the intensity of acid reflux and severity of esophageal tissue damage in a cross-sectional study of patients with gastroesophageal reflux disease (GERD). Seventy-eight patients with were selected in accordance with the strict 24-hour ambulatory esophageal pHmetry (24h-pHM) criteria and distributed into three age groups: Group A: 14 - 24 years of age. Group B: 25 - 54; and Group C: 55 - 64. The 24h-pHM was carried out in accordance with DeMeester standardization, and the Savary-Miller classification for the diagnosis of reflux esophagitis was used. The groups were similar in 24h-pHM parameters (p > 0.05), having above normal values. For the study group as a whole, there was no correlation between age group and intensity of acid reflux, and there was no correlation between intensity of acid reflux and severity of esophageal tissue damage. However, when the same patients were sub-grouped in accordance with the depth of their epithelial injury and then distributed into age groups, there was a significant difference in esophagitis without epithelial discontinuity. Younger patients had less epithelial damage than older patients. Additionally, although there was a significant progression from the least severe to the moderate stages of epithelial damage among the age groups, there was no apparent difference among the age groups in the distribution between the moderate stages and most severe stages. The findings support the conclusion that the protective response of individuals to acid reflux varies widely. Continued aggression by acid reflux appears to lead to the exhaustion of individual mechanisms of epithelial protection in some patients, but not others, regardless of age or duration of the disease. Therefore, the diagnosis and follow-up of GERD should include both measurements of the quantity of refluxed acid and an assessment of the damage to the esophageal epithelium.";"Esophagitis; Esophagus; Gastroesophageal Reflux; Age; Monitoring; Diagnosis; Natural history; Assessments; Upper Digestive Endoscopy; Hydrogen-Ion Concentration; 24-pHmetry; Esofagite; Refluxo gastro-esofageano; pHM-24h; Classificação Savary-Miller; Endoscopia Digestiva Superior";10.1590/S0041-87811999000200006;2;6;24
"Lilian M. J. Albano; A. Kim Chong; Vivian K. Lee; Sofia M. M. Sugayama; Mário F. Barba; Cláudia Y. Utagawa; Débora Bertola; Claudette H. Gonzalez";Albano;,  ; ;;Clinical and radiological aspects in Melnick-Needles syndrome;1999;Revista do Hospital das Clínicas;54;2;69;72;"Melnick-Needles syndrome is an X-linked dominant bone dysplasia, lethal in males, characterized by a typical facies and characteristic radiological findings: including sclerosis of skull base and mastoids, S-shaped appearance of tibia; cortical irregularities with a ribbon appearance of the ribs. About 48 well-documented cases have been reported, most of them were sporadic. Parental transmission has been published in only 11 kindreds. We are presenting the first Brazilian family with mother-daughter transmission.The proposita presented the typical clinical and radiological features with characteristic facies, severe thoracic cage restriction and pulmonary hypertension. Her mother was more mildly affected.";"Melnick-Needles syndrome; Osteodysplasty; Síndrome de ""Melnick-Needles""; Aspectos clínicos e radiológicos";10.1590/S0041-87811999000200007;8;3;22
"Masayuki Okumura; Pedro Luiz S. Pinto; Roberto Takami; Elizabeth V. Nunes; Carmem S. Guilherme; Oswaldo Cruz Oliveira Júnior; Joaquim J. Gama-Rodrigues; Kiyoshi Iriya";Okumura;",Universidade de São Paulo  ; ,Instituto de Medicina Tropical de São Paulo  ; ,Instituto Adolfo Lutz de São Paulo  ";" ;  ;  ";;Cytokine-like substance: origin and fate in chagas'disease a new hypothesis about the local inflammatory reaction etiopathogenesis (experimental study in white mice);1999;Revista do Hospital das Clínicas;54;3;73;74;;"Chagas'disease; Citokine-like";10.1590/S0041-87811999000300001;8;1;15
"Sergio Carlos Nahas; Carlos Walter Sobrado Junior; Carlos Frederico Marques; Antonio Rocco Imperiale; Angelita Habr-Gama; José Plínio Souza Rocha; José Otávio Costa Auler Júnior";Nahas;,Universidade de São Paulo  ; ;Brazil;"Orifice diseases project - experience of the ""Hospital das Clínicas"" University of São Paulo Medical Center in day-hospital of anorectal disease";1999;Revista do Hospital das Clínicas;54;3;75;80;"The treatment of malignant or benign colorectal pathologies that require more complex management are priorities in tertiary hospitals such as ""Hospital das Clínicas"" University of São Paulo Medical Center (HCFMUSP). Therefore, benign, uncomplicated orifice conditions are relegated to second place. The number of patients with hemorrhoids, perianal fistulas, fissures, condylomas and pilonidal cysts who seek treatment at the HFMUSP is very great, resulting in over-crowding in the outpatient clinics and a long waiting list for recommended surgical treatment (at times over 18 months). The authors describe the experience of the HCFMUSP over an eight-day period with day-hospital surgery in which 140 patients underwent surgery. Data was prospectively taken on the patients undergoing surgery for benign orifice pathologies including age, sex, diagnosis, surgery performed, immediate and late postoperative complications, and follow-up. 140 patients operated on over eight days were studied. 68 were males (48.75%) with ages ranging from 25 to 62 (mean 35.2 yrs.). Hemorrhoids was the most frequent condition encountered (82 hemorrhoidectomies, 58.6%), followed by perineal fistula (28 fistula repairs, 20.0%). The most common complication was headache secondary to rachianesthesia occurring in 9 patients (6.4%). One patient (0.7%) developed bleeding immediately PO that required reoperation. Mean follow-up was 104 days. Day-surgery characterized by quality care and low morbidity is feasible in tertiary public hospitals, permitting surgery for benign orifice pathologies on many patients within a short period of time.";"Day-hospital; Day-clinic; Orifice surgery; Hospital-dia; Cirurgia orificial";10.1590/S0041-87811999000300002;7;5;21
"Paulo Tuma Jr.; Mariza D'Agostino Dias; Gino Arrunátegui; Gustavo Gibin Duarte; Alexandre Wada; Armando Santos Cunha; Marcus Castro Ferreira";Tuma Jr.;,University of São Paulo  ;São Paulo ;Brazil;Effect of hyperbaric oxygen on the regeneration of experimental crush injuries of nerves;1999;Revista do Hospital das Clínicas;54;3;81;84;Hyperbaric oxygen has been successfully used on treatment of acute ischemic injuries involving soft tissues and chronic injuries. In nerve crush injuries, the mechanisms involved are very similar to those found in ischemic injuries. Consequently, it is logical to hypothesize that hyperbaric oxygen should improve nerve repair, which is a critical step on functional recovery. In the present study, we created standard nerve crush injuries on sciatic nerves of rats, which underwent treatment with hyperbaric oxygen. Results were assessed by functional evaluation using walking-track analysis. The functional recovery indexes observed did not differ from control group. We concluded that hyperbaric oxygen therapy, in the schedule used, had no influence on functional recovery after nerve crush injuries.;"Hyperbaric oxygen; Nerve regeneration; Nerve injury; Sciatic function index; Experimental study; Oxigênio hiperbárico; Regeneração neural; Lesão neural; Índice de função ciática; Estudo experimental";10.1590/S0041-87811999000300003;7;3;11
Carlos Henrique Martins da Silva;Silva;,Pediatrics Society of São Paulo  ; ;Brazil;Rheumatic fever: a multicenter study in the State of São Paulo;1999;Revista do Hospital das Clínicas;54;3;85;90;Rheumatic fever is still the most commonly seen rheumatic disease in Brazilian pediatric rheumatology clinics. It remains a significant health problem since subsequent cardiac sequelae represent one of the most important causes of chronic heart disease in children. We reviewed the clinical manifestations of rheumatic fever in 786 patients, followed at seven pediatric rheumatology clinics in the state of São Paulo, Brazil. All patients were diagnosed according to revised Jones' criteria. Regarding major criteria, 396 (50.4%) children exhibited carditis, 453 (57.6%) polyarthritis, 274 (34.8%) chorea, 13 (1.6%) erythema marginatum, and 12 (1.5%) subcutaneous nodules. Valvular lesions documented by echocardiography in the absence of accompanying auscultatory findings were found in 144 (18.3%) patients. Migratory polyarthritis was observed in 290 (64.0%) patients with articular involvement. Documented previous streptococcal infection assessed by serum antistreptolysin (ASO) titers occurred in 531 (67.5%) patients. Even though prophylaxis with benzathine penicillin was recommended to all patients, recurrent attacks were observed in 147 (18.7%). We emphasize the high frequency of chorea, silent carditis and recurrences in our series as well as the variable clinical presentation of arthritis in rheumatic fever. Multicenter studies should be encouraged to improve our understanding of the clinical features of rheumatic diseases in children and adolescents.;"Rheumatic fever; Epidemiology; Cardic disease; Department of Rheumatology; Pediatrics Society of São Paulo; Febre reumática; Epidemiologia; Cardite reumática";10.1590/S0041-87811999000300004;1;5;26
"Mário Cícero Falcão; Cléa Rodrigues Leone; Renata A. P. D'Andrea; Roberta Berardi; Nilce A. Ono; Flávio Adolfo Costa Vaz";Falcão;,University of São Paulo  ;São Paulo ;Brazil;Urinary tract infection in full-term newborn infants: value of urine culture by bag specimen collection;1999;Revista do Hospital das Clínicas;54;3;91;96;"OBJETIVE: to evaluate the efficacy of urine culture by bag specimen for the detection of neonatal urinary tract infection in full-term newborn infants. Retrospective study (1997) including full-term newborn infants having a positive urine culture (&gt;100,000 CFU/ml) by bag specimen collection. The urinary tract infection diagnosis was confirmed by positive urine culture (suprapubic bladder aspiration method). The select cases were divided into three groups, according to newborn infant age at the bag specimen collection: GI (&lt; 48 h, n = 17), GII (48 h to 7 d, n = 35) and GIII (&gt; 7 d, n = 9). Sixty one full-term newborn infants were studied (5.1 % of total infants). The diagnosis was confirmed on 19/61 (31.1 %) of full-term infants born alive. Distribution among the groups was: GI = 2/17 (11.8 %), GII = 10//35 (28.6 %), and GIII = 7/9 (77.7 %). The most relevant clinical symptoms were: fever (GI - 100 %, GII - 91.4 %) and weight loss (GI - 35.3 %, GII - 45.7 %). Urine culture results for specimens collected by suprapubic aspiration were: E. coli GI (100 %), GII (40 %) and GIII (28.6 %), E. faecalis GI (30%), Staphylococcus coagulase-negative GII (20 %) and GIII (42.8 %), and Staphylococcus aureus GII (10 %). Correlation between positive urine culture collection (bag specimen method) and urinary tract infection diagnosis, using relative risk analysis, produced the following results: GI=0.30 (CI95% 0.08-1.15), GII=0.51 (CI 95% 0.25-1.06) and GIII=3.31 (CI95% 1.8-6.06) The most frequent urinary tract infection clinical signs in the first week were fever and weight loss, while non-specific symptomatology occurred later. E. coli was most frequent infectious agent, although from the 7th day of life, staphylococcus was noted. The urine culture (bag specimen method) was effective in detecting urinary tract infection only after the 7th day of life.";"Urine culture; Urinary tract infection; Newborn infant; Cultura de urina; Infecção urinária; Recém-nascido";10.1590/S0041-87811999000300005;6;5;21
"Paulo Borini; Romeu Cardoso Guimarães";Borini;",Faculdade de Medicina de Marília  ; ,Universidade Federal de Minas Gerais  ";"Marília SP; Belo Horizonte MG";"Brazil; Brazil";Liver synthesis function in chronic asymptomatic or oligosymptomatic alcoholics: correlation with other liver tests;1999;Revista do Hospital das Clínicas;54;3;97;102;Liver function and its correlation with bilirubin and hepatic enzymes were evaluated in 30 male chronic asymptomatic or oligosymptomatic alcoholics admitted into the psychiatric hospital for detoxification and treatment of alcoholism. Hypoalbuminemia, lowered prothrombin activity, hypotransferrinemia and hypofibrinogenemia were detected in 32 %, 32 %, 28 %, and 24 % of patients, respectively. Transferrin was elevated in 8 %. Greater prevalence of hyperbilirubinemia was found in patients with lowered prothrombin activity, hypofibrinogenemia, or hypotransferrinemia. No correlation was found between serum bilirubin or aminotransferase levels and normal or elevated albumin levels, time or activity of prothrombin, and fibrinogen levels. Serum alkaline phosphatase was elevated in normoalbuminemics and gamma-glutamyltransferase in patients with lowered prothrombin activity. Hypoalbuminemia was associated with hypofibrinogenemia, hypotransferrinemia with elevated aspartate aminotransferase or gamma-glutamyltransferase, and hypertransferrinemia with elevation of alanine aminotransferase. These data indicated the occurrence of hepatic dysfunction due to liver damage caused directly by alcohol or by alcoholism-associated nutritional deficiencies.;"Alcoholism; Liver function tests; Functional disturbances; Liver enzymes; Alcoolismo; Testes funcionais hepático; Distúrbios funcionais; Enzimas hepáticos";10.1590/S0041-87811999000300006;2;5;34
"Marcus Aurelho de Lima; Lília Beatriz Oliveira; Neiva Paim; Maria de Fátima Borges";Lima;,Faculdade de Medicina do Triângulo Mineiro  ;Uberaba M.G.;;Congenital hyperthyroidism: autopsy report;1999;Revista do Hospital das Clínicas;54;3;103;106;We report the autopsy of a stillborn fetus with congenital hyperthyroidism born to a mother with untreated Graves' disease, whose cause of death was congestive heart failure. The major findings concerned the skull, thyroid, heart, and placenta. The cranial sutures were closed, with overlapping skull bones. The thyroid was increased in volume and had intense blood congestion. Histological examination showed hyperactive follicles. The heart was enlarged and softened, with dilated cavities and hemorrhagic suffusions in the epicardium. The placenta had infarctions that involved at least 20% of its surface, and the vessels of the umbilical cord were fully exposed due to a decrease in Wharton 's jelly. Hyperthyroidism was confirmed by the maternal clinical data, the fetal findings of exophthalmia, craniosynostosis, and goiter with signs of follicular hyperactivity. Craniosynostosis is caused by the anabolic action of thyroid hormones in bone formation during the initial stages of development. The delayed initiation of treatment in the present case contributed to the severity of fetal hyperthyroidism and consequent fetal death.;"Congenital hyperthyroidism; Graves' disease; Thyroid; Craniosynostosis; Autopsy; Hipertireoidismo congênito; Doença de Graves; Tireóide; Graniosinostose; Necropsia";10.1590/S0041-87811999000300007;4;3;24
