dominio,documento,nome,uf,cidade,cep,data_cadastro,ultima_atualizacao,ticket
cref-sp.gov.br,003.676.803/0001-59,Conselho Regional de Educação Física do Est.de SP.,SP,São Paulo,01009-000,2008-10-09T16:11:07Z,2018-12-18T17:04:42Z,4915683
cref4-sp.gov.br,003.676.803/0001-59,Conselho Regional de Educação Física do Est.de SP.,SP,São Paulo,01009-000,2012-09-28T15:21:47Z,2016-07-27T03:59:35Z,10501420
cref4.gov.br,003.676.803/0001-59,Conselho Regional de Educação Física do Est.de SP.,SP,São Paulo,01009-000,2012-09-28T15:21:47Z,2016-07-27T17:37:11Z,10501422
cref4sp.gov.br,003.676.803/0001-59,Conselho Regional de Educação Física do Est.de SP.,SP,São Paulo,01009-000,2012-09-28T15:26:49Z,2016-07-27T13:30:37Z,10501429
crefsp.gov.br,003.676.803/0001-59,Conselho Regional de Educação Física do Est.de SP.,SP,São Paulo,01009-000,2008-09-24T18:07:55Z,2018-05-09T21:48:07Z,4810156
ce.gov.br,003.773.788/0001-67,EMPRESA DE TECNOLOGIA DA INFORMACAO DO CEARA-ETICE,CE,Fortaleza,60130-240,1996-05-27T12:00:00Z,2013-01-18T12:21:47Z,8516
coren-df.gov.br,003.875.295/0001-38,CONSELHO REGIONAL DE ENFERMAGEM DO DF,DF,Brasília,70340-000,2011-02-24T12:58:40Z,2014-10-23T10:19:14Z,7970211
esmpu.gov.br,003.920.829/0001-09,ESCOLA SUPERIOR DO MINISTÉRIO PÚBLICO DA UNIÃO,DF,Brasília,70200-640,2003-01-07T10:09:15Z,2013-06-10T15:19:56Z,1045091
crecims.gov.br,003.979.572/0001-52,Conselho Regional de Corretores de Imóveis 14a,MS,Campo Grande,79020-011,2016-09-26T11:11:11Z,2016-09-26T11:11:11Z,16100463
paranaeleitoral.gov.br,003.985.113/0001-81,Tribunal Regional Eleitoral do Parana,PR,Curitiba,80220-290,2002-08-08T17:34:59Z,2012-03-20T15:01:11Z,930037
tre-pr.gov.br,003.985.113/0001-81,Tribunal Regional Eleitoral do Parana,PR,Curitiba,80220-290,1998-08-13T14:47:29Z,2015-01-08T21:14:53Z,108165
crtrpe.gov.br,004.027.726/0001-79,Conselho Regional de Técnicos em Radiologia,PE,Recife,50050-000,2017-07-11T17:16:01Z,2018-04-20T21:34:11Z,17175080
ac.gov.br,004.034.468/0001-58,SECRETARIA DE ESTADO DA GESTAO ADMINISTRATIVA - SG,AC,Rio Branco,69900-060,1998-10-21T11:00:00Z,2018-08-25T13:30:12Z,122623
acre.gov.br,004.034.468/0001-58,SECRETARIA DE ESTADO DA GESTAO ADMINISTRATIVA - SG,AC,Rio Branco,69900-060,2010-01-26T13:24:19Z,2015-05-25T16:53:55Z,6434360
acraiz.gov.br,004.039.532/0001-93,Instituto Nacional de Tecnologia Informação - ITI,DF,Brasília,70712-905,2001-07-25T14:43:49Z,2015-08-20T12:58:36Z,609551
icpbrasil.gov.br,004.039.532/0001-93,Instituto Nacional de Tecnologia Informação - ITI,DF,Brasília,70712-905,2001-07-23T14:08:28Z,2015-08-20T12:45:57Z,608113
iti.gov.br,004.039.532/0001-93,Instituto Nacional de Tecnologia Informação - ITI,DF,Brasília,70712-905,2001-02-15T13:23:12Z,2018-09-28T21:34:44Z,514186
crbio-03.gov.br,004.053.157/0001-36,Conselho Regional de Biologia - 3a. Região,RS,Porto Alegre,90460-210,2009-01-29T17:24:15Z,2009-01-29T17:24:15Z,5229737
crbio-3.gov.br,004.053.157/0001-36,Conselho Regional de Biologia - 3a. Região,RS,Porto Alegre,90460-210,2009-01-29T17:24:13Z,2009-01-29T17:24:13Z,5209806
crbio-rs.gov.br,004.053.157/0001-36,Conselho Regional de Biologia - 3a. Região,RS,Porto Alegre,90460-210,2009-01-29T17:24:13Z,2009-01-29T17:24:13Z,5209808
crbio-sc.gov.br,004.053.157/0001-36,Conselho Regional de Biologia - 3a. Região,RS,Porto Alegre,90460-210,2009-01-29T17:24:13Z,2009-01-29T17:24:13Z,5209810
crbio03.gov.br,004.053.157/0001-36,Conselho Regional de Biologia - 3a. Região,RS,Porto Alegre,90460-210,2009-01-28T18:46:22Z,2018-03-30T16:14:07Z,5209812
crbio3.gov.br,004.053.157/0001-36,Conselho Regional de Biologia - 3a. Região,RS,Porto Alegre,90460-210,2009-01-29T17:39:38Z,2009-01-29T17:39:38Z,5209815
rsbr.gov.br,004.053.755/0001-05,OBSERVATORIO NACIONAL,RJ,Rio de Janeiro,20921-400,2014-05-09T12:28:21Z,2014-05-13T13:56:55Z,12838688
cetem.gov.br,004.074.457/0001-00,CENTRO DE TECNOLOGIA MINERAL,RJ,Rio de Janeiro,21941-908,1996-01-01T12:00:00Z,2013-10-02T21:24:00Z,0
linea.gov.br,004.079.233/0001-82,Laboratório Nacional de Computação Científica,RJ,Petrópolis,25651-075,2010-05-13T14:34:36Z,2015-01-22T02:52:40Z,6832432
sibbr.gov.br,004.079.233/0001-82,Laboratório Nacional de Computação Científica,RJ,Petrópolis,25651-075,2012-10-10T19:30:05Z,2018-10-20T14:48:08Z,10488859
biodiesel.gov.br,004.082.993/0001-49,IBICT - MCTI,DF,Brasília,70070-912,2005-02-04T10:33:20Z,2014-08-05T23:15:41Z,1986365
brasilreinounido.gov.br,004.082.993/0001-49,IBICT - MCTI,DF,Brasília,70070-912,2017-04-11T18:53:17Z,2017-04-11T18:53:17Z,16848358
energiaheliotermica.gov.br,004.082.993/0001-49,IBICT - MCTI,DF,Brasília,70070-912,2015-02-06T09:05:24Z,2015-02-06T09:05:24Z,13791642
escoladotrabalhador.gov.br,004.082.993/0001-49,IBICT - MCTI,DF,Brasília,70070-912,2017-12-07T12:25:01Z,2017-12-07T12:25:01Z,17790774
escolatrabalho.gov.br,004.082.993/0001-49,IBICT - MCTI,DF,Brasília,70070-912,2017-12-07T12:25:01Z,2017-12-07T12:25:01Z,17790777
infosoc.gov.br,004.082.993/0001-49,IBICT - MCTI,DF,Brasília,70070-912,2000-07-20T14:02:14Z,2014-08-05T23:16:38Z,388869
observatorioapl.gov.br,004.082.993/0001-49,IBICT - MCTI,DF,Brasília,70070-912,2017-11-28T10:10:32Z,2017-11-28T10:10:32Z,17756532
socinfo.gov.br,004.082.993/0001-49,IBICT - MCTI,DF,Brasília,70070-912,2000-07-20T14:01:55Z,2014-08-05T23:17:18Z,388868
imprensanacional.gov.br,004.196.645/0001-00,Imprensa Nacional/Presidência da República,DF,Brasília,70610-460,2008-02-22T18:21:08Z,2008-02-22T18:51:45Z,4225046
normas.gov.br,004.196.645/0001-00,Imprensa Nacional/Presidência da República,DF,Brasília,70610-460,2018-04-20T17:15:20Z,2018-04-20T17:15:20Z,18257979
ana.gov.br,004.204.444/0001-08,Agência Nacional de Águas,DF,Brasília,70610-200,2001-03-20T21:24:48Z,2017-05-22T13:04:17Z,530908
cbh.gov.br,004.204.444/0001-08,Agência Nacional de Águas,DF,Brasília,70610-200,2008-02-26T13:33:09Z,2016-12-15T00:13:56Z,4258477
portaldasaguas.gov.br,004.204.444/0001-08,Agência Nacional de Águas,DF,Brasília,70610-200,2003-12-02T13:23:20Z,2016-12-15T00:12:21Z,1447844
snirh.gov.br,004.204.444/0001-08,Agência Nacional de Águas,DF,Brasília,70610-200,1999-10-26T13:51:32Z,2017-05-22T13:05:25Z,213127
snisb.gov.br,004.204.444/0001-08,Agência Nacional de Águas,DF,Brasília,70610-200,2016-01-21T18:23:20Z,2016-01-21T18:23:20Z,15125034
dom.gov.br,004.224.785/0001-37,Projeto Dom Helder Câmara,PE,Recife,50070-490,2003-07-14T14:45:18Z,2013-06-04T13:08:27Z,1265509
projetodomhelder.gov.br,004.224.785/0001-37,Projeto Dom Helder Câmara,PE,Recife,50070-490,2003-07-14T15:00:22Z,2013-06-04T13:10:21Z,1265504
an.gov.br,004.374.067/0001-47,Arquivo Nacional,RJ,Rio de Janeiro,20230-170,2009-07-24T16:13:24Z,2015-05-21T20:18:45Z,5817090
arquivonacional.gov.br,004.374.067/0001-47,Arquivo Nacional,RJ,Rio de Janeiro,20230-170,1999-11-29T13:55:28Z,2015-05-22T04:14:30Z,225434
cnarq.gov.br,004.374.067/0001-47,Arquivo Nacional,RJ,Rio de Janeiro,20230-170,2011-08-30T16:16:01Z,2015-05-21T20:19:05Z,8724474
conarq.gov.br,004.374.067/0001-47,Arquivo Nacional,RJ,Rio de Janeiro,20230-170,2011-09-06T12:42:49Z,2015-05-21T20:19:42Z,8724458
memoriasreveladas.gov.br,004.374.067/0001-47,Arquivo Nacional,RJ,Rio de Janeiro,20230-170,2009-07-24T16:13:23Z,2015-05-21T20:20:07Z,5817079
suframa.gov.br,004.407.029/0001-43,SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS,AM,Manaus,69075-830,1998-01-28T21:39:44Z,2016-12-07T13:41:53Z,82825
am.gov.br,004.407.920/0001-80,PRODAM Processamento de Dados Amazonas S.A,AM,Manaus,69020-110,1996-11-28T12:00:00Z,2019-02-25T14:38:09Z,0
emgea.gov.br,004.527.335/0001-13,Empresa Gestora de Ativos - EMGEA,DF,Brasília,70070-902,2001-09-10T12:15:38Z,2012-04-18T21:12:47Z,633340
aleam.gov.br,004.530.820/0001-46,ASSEMBLEIA LEGISLATIVA DO ESTADO DO AMAZONAS,AM,MANAUS,69005-140,2000-11-13T17:30:54Z,2000-11-13T15:30:54Z,453845
tre-ro.gov.br,004.565.735/0001-13,Tribunal Regional Eleitoral de Rondônia,RO,Porto Velho,78900-550,1998-08-05T19:21:59Z,2015-01-08T21:17:03Z,108620
creci-pa.gov.br,004.574.646/0001-33,Conselho Regional de Corretores de Imóveis,PA,Belém,66095-531,2002-08-26T12:50:25Z,2017-03-31T18:54:48Z,946320
creci-am.gov.br,004.619.672/0001-30,CONSELHO REG DE CORRETORES DE IMOVEIS DO AMAZONAS,AM,Manaus,69053-100,2013-06-06T20:19:13Z,2013-07-22T19:41:44Z,11537616
corenam.gov.br,004.667.846/0001-30,CONSELHO REGIONAL DE ENFERMAGEM DO AMAZONAS,AM,Manaus,69060-000,2015-03-16T14:37:42Z,2018-03-21T19:45:59Z,13948456
crmvpaap.gov.br,004.798.070/0001-98,Conselho Regional de Medicina Veterinaria Para,PA,Belém,66063-090,2001-02-06T19:19:33Z,2012-11-07T14:27:16Z,498670
ro.gov.br,004.798.328/0001-56,Secretaria de Estado do Planejamento - SEPOG RO,RO,Porto Velho,76801-470,1997-03-04T12:00:00Z,2018-10-30T14:38:50Z,0
altatv.gov.br,004.822.500/0001-60,Centro de Tecnologia da Informação Renato Archer,SP,Campinas,13069-901,2010-02-01T15:58:41Z,2017-05-09T18:15:12Z,6477007
cenpra.gov.br,004.822.500/0001-60,Centro de Tecnologia da Informação Renato Archer,SP,Campinas,13069-901,2002-01-11T12:47:29Z,2017-05-09T18:15:21Z,703453
certics.gov.br,004.822.500/0001-60,Centro de Tecnologia da Informação Renato Archer,SP,Campinas,13069-901,2012-09-17T10:37:17Z,2017-05-09T18:15:29Z,10433403
ci-brasil.gov.br,004.822.500/0001-60,Centro de Tecnologia da Informação Renato Archer,SP,Campinas,13069-901,2007-12-05T18:49:00Z,2017-06-20T16:09:03Z,4101340
cti.gov.br,004.822.500/0001-60,Centro de Tecnologia da Informação Renato Archer,SP,Campinas,13069-901,2008-07-22T11:07:44Z,2017-05-09T18:16:12Z,4633687
ic-brazil.gov.br,004.822.500/0001-60,Centro de Tecnologia da Informação Renato Archer,SP,Campinas,13069-901,2007-12-05T18:49:00Z,2017-05-09T18:16:41Z,4101337
ancine.gov.br,004.884.574/0001-20,Agencia Nacional do Cinema,DF,Brasília,70340-901,2002-02-27T17:38:26Z,2016-09-20T15:47:58Z,739426
dnit.gov.br,004.892.707/0001-00,DNIT-DEPARTAMENTO NACIONAL DE INFRAEST DE TRANSPOR,DF,BRASILIA,70040-902,2002-04-10T17:42:58Z,2010-01-22T00:47:01Z,761929
antt.gov.br,004.898.488/0001-77,Agência Nacional de Transportes Terrestres,DF,Brasília,70200-003,2002-04-15T11:34:13Z,2019-02-20T21:09:57Z,783416
tavbrasil.gov.br,004.898.488/0001-77,Agência Nacional de Transportes Terrestres,DF,Brasília,70200-003,2009-06-18T14:08:35Z,2017-11-08T19:42:44Z,5679250
antaq.gov.br,004.903.587/0001-08,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,DF,Brasília,70760-545,2002-03-12T12:46:43Z,2019-03-22T22:16:42Z,751032
crea-ro.gov.br,004.920.948/0001-16,Conselho Regional de Engenharia e Agronomia de RO,RO,Porto Velho,76803-903,2009-10-02T19:55:50Z,2009-10-02T19:55:50Z,6002407
crearo.gov.br,004.920.948/0001-16,Conselho Regional de Engenharia e Agronomia de RO,RO,Porto Velho,76803-903,2009-09-14T14:14:42Z,2009-09-14T14:14:42Z,5954372
comiteamazonia.gov.br,004.931.713/0001-20,Superintedência de Denvolvimento da Amazônia,PA,Belém,66093-020,2000-10-24T11:17:51Z,2002-11-19T20:19:04Z,440868
sudam.gov.br,004.931.713/0001-20,Superintedência de Denvolvimento da Amazônia,PA,Belém,66093-020,1997-08-13T12:00:00Z,2019-06-05T21:26:05Z,51749
ahimor.gov.br,004.933.552/0010-02,Administracao das Hidrovias da Amazonia Oriental,PA,Belém,66055-300,1998-06-15T17:24:52Z,2011-07-11T17:38:11Z,100243
ahitar.gov.br,004.933.552/0011-85,AHITAR - ADMINISTRACAO DAS HIDROVIAS DO TOCANTINS,GO,Goiania,74080-010,2003-05-30T19:28:44Z,2007-10-19T20:07:27Z,1221392
cdp-ahitar.gov.br,004.933.552/0011-85,AHITAR - ADMINISTRACAO DAS HIDROVIAS DO TOCANTINS,GO,Goiania,74080-010,2001-10-18T18:48:55Z,2011-08-03T18:14:30Z,653114
cft.gov.br,005.032.746/0001-09,Conselho de Teologos do Brasil - Coteb,RJ,Rio de Janeiro,20230-014,2011-09-27T18:22:43Z,2019-01-15T18:33:43Z,8860780
pa.gov.br,005.054.861/0001-76,PRODEPA - Emp Tec da Inf e Com do Estado do Pará,PA,Belém,66820-000,1997-06-02T12:00:00Z,2017-11-21T18:17:50Z,0
prodepa.gov.br,005.059.613/0001-18,PRODEPA - Processamento de Dados do Pará,PA,Belém,66820-000,1996-05-08T12:00:00Z,2013-10-10T01:08:25Z,7566
etfto.gov.br,005.095.151/0001-94,Escola Técnica Federal de Palmas - TO,TO,Palmas,77021-090,2003-06-05T19:12:50Z,2016-11-21T13:51:57Z,1227133
ada.gov.br,005.165.423/0001-85,Superintedência do Denvolvimento da Amazônia,PA,Belém,66093-020,2002-09-14T15:11:29Z,2009-02-08T20:32:28Z,958769
adene.gov.br,005.193.279/0001-90,Agência de Desenvolvimento do Nordeste,PE,Recife,50670-900,2002-08-23T20:19:58Z,2005-12-01T20:37:59Z,943225
jfpr.gov.br,005.420.123/0001-03,Justiça Federal de Primeiro Grau no Parana,PR,Curitiba,80540-180,1999-07-17T16:48:56Z,2019-06-26T19:33:44Z,173238
jfes.gov.br,005.424.467/0001-82,Justiça Federal de 1º Grau no Espírito Santo,ES,Vitória,29053-245,2007-06-04T17:32:14Z,2014-07-23T14:08:55Z,3637470
jfceara.gov.br,005.424.487/0001-53,JUSTICA FED DE PRIM INST SECAO JUD DO CEARA,CE,Fortaleza,60035-210,2003-09-22T14:18:13Z,2010-04-10T19:58:12Z,1368198
jfrj.gov.br,005.424.540/0001-16,JUSTICA FEDERAL DE PRIMEIRO GRAU NO RIO DE JANEIRO,RJ,Rio de Janeiro,20081-000,1997-09-19T12:00:00Z,2018-12-26T19:35:55Z,58721
jfsc.gov.br,005.427.319/0001-11,Justica Federal de Primeiro Grau em Santa Catarina,SC,Florianópolis,88025-255,2000-01-27T13:13:23Z,2017-12-19T17:26:05Z,245517
eproc-pr.gov.br,005.442.380/0001-38,Justica Federal de Primeiro Grau no RS,RS,Porto Alegre,90010-395,2003-08-05T11:52:44Z,2017-11-24T17:44:04Z,1289181
eproc-rs.gov.br,005.442.380/0001-38,Justica Federal de Primeiro Grau no RS,RS,Porto Alegre,90010-395,2003-08-05T11:52:44Z,2017-11-24T17:44:10Z,1289185
eproc-sc.gov.br,005.442.380/0001-38,Justica Federal de Primeiro Grau no RS,RS,Porto Alegre,90010-395,2003-08-05T11:52:44Z,2017-11-24T17:44:17Z,1289184
eproc.gov.br,005.442.380/0001-38,Justica Federal de Primeiro Grau no RS,RS,Porto Alegre,90010-395,2003-08-05T11:52:44Z,2017-11-24T17:44:23Z,1289174
jef-pr.gov.br,005.442.380/0001-38,Justica Federal de Primeiro Grau no RS,RS,Porto Alegre,90010-395,2003-08-05T12:07:46Z,2017-11-24T17:44:32Z,1289165
jef-rs.gov.br,005.442.380/0001-38,Justica Federal de Primeiro Grau no RS,RS,Porto Alegre,90010-395,2003-08-05T12:07:46Z,2017-11-24T17:44:39Z,1289172
jef-sc.gov.br,005.442.380/0001-38,Justica Federal de Primeiro Grau no RS,RS,Porto Alegre,90010-395,2003-08-05T12:07:46Z,2019-01-02T16:14:36Z,1289171
jfrs.gov.br,005.442.380/0001-38,Justica Federal de Primeiro Grau no RS,RS,Porto Alegre,90010-395,1999-12-14T17:36:02Z,2017-11-24T17:44:56Z,224620
peticaoeletronica.gov.br,005.442.380/0001-38,Justica Federal de Primeiro Grau no RS,RS,Porto Alegre,90010-395,2003-01-02T12:17:30Z,2017-11-24T17:45:07Z,1044451
sjrs.gov.br,005.442.380/0001-38,Justica Federal de Primeiro Grau no RS,RS,Porto Alegre,90010-395,1998-10-26T17:07:51Z,2017-11-24T17:45:15Z,121928
turismoacessivel.gov.br,005.457.283/0002-08,Ministério do Turismo,DF,Brasília,70040-010,2014-02-27T14:36:40Z,2014-02-27T14:36:40Z,12566429
viajamais.gov.br,005.457.283/0002-08,Ministério do Turismo,DF,Brasília,70040-010,2013-07-29T18:30:21Z,2014-09-20T22:12:36Z,11775765
cidades.gov.br,005.465.986/0001-99,Ministério das Cidades,DF,Brasília,70070-010,2003-02-19T18:46:24Z,2017-04-11T13:53:59Z,1110118
pmss.gov.br,005.465.986/0001-99,Ministério das Cidades,DF,Brasília,70070-010,2001-09-10T11:14:56Z,2017-04-11T13:54:39Z,627941
simulaminhacasaminhavida.gov.br,005.465.986/0001-99,Ministério das Cidades,DF,Brasília,70070-010,2016-02-11T18:48:54Z,2017-04-11T13:55:53Z,15187580
snis.gov.br,005.465.986/0001-99,Ministério das Cidades,DF,Brasília,70070-010,2001-09-10T11:14:55Z,2017-04-11T13:55:39Z,624275
cdv.gov.br,005.478.625/0001-87,Secretaria de Direitos Humanos,DF,Brasília,70308-200,2010-12-20T18:17:24Z,2017-08-31T20:55:54Z,7696548
certidaodenascimento.gov.br,005.478.625/0001-87,Secretaria de Direitos Humanos,DF,Brasília,70308-200,2009-08-20T19:25:47Z,2017-08-31T20:46:25Z,5868501
clique100.gov.br,005.478.625/0001-87,Secretaria de Direitos Humanos,DF,Brasília,70308-200,2015-04-13T21:57:43Z,2018-10-10T14:58:03Z,14027824
desaparecidos.gov.br,005.478.625/0001-87,Secretaria de Direitos Humanos,DF,Brasília,70308-200,2012-02-14T09:55:39Z,2017-08-31T20:59:52Z,9414210
direitosdacrianca.gov.br,005.478.625/0001-87,Secretaria de Direitos Humanos,DF,Brasília,70308-200,2014-05-19T13:12:00Z,2017-08-31T21:00:03Z,12854581
direitoshumanos.gov.br,005.478.625/0001-87,Secretaria de Direitos Humanos,DF,Brasília,70308-200,2008-04-10T16:13:02Z,2017-08-31T21:02:29Z,4331632
disque100.gov.br,005.478.625/0001-87,Secretaria de Direitos Humanos,DF,Brasília,70308-200,2010-06-07T12:00:46Z,2017-08-31T21:00:20Z,6924086
humanizaredes.gov.br,005.478.625/0001-87,Secretaria de Direitos Humanos,DF,Brasília,70308-200,2015-03-30T17:35:13Z,2017-08-31T21:00:50Z,14006177
obscriancaeadolescente.gov.br,005.478.625/0001-87,Secretaria de Direitos Humanos,DF,Brasília,70308-200,2010-05-11T19:47:19Z,2017-08-31T21:01:56Z,6846842
pessoacomdeficiencia.gov.br,005.478.625/0001-87,Secretaria de Direitos Humanos,DF,Brasília,70308-200,2010-10-29T18:04:08Z,2017-08-31T21:01:47Z,7492842
ppcaam.gov.br,005.478.625/0001-87,Secretaria de Direitos Humanos,DF,Brasília,70308-200,2010-10-14T18:58:58Z,2017-08-31T21:01:38Z,7326223
registrocivil.gov.br,005.478.625/0001-87,Secretaria de Direitos Humanos,DF,Brasília,70308-200,2013-07-08T12:30:29Z,2017-08-31T21:01:29Z,11698736
sdh.gov.br,005.478.625/0001-87,Secretaria de Direitos Humanos,DF,Brasília,70308-200,2010-12-01T18:41:08Z,2017-08-31T21:01:19Z,7553676
sedh.gov.br,005.478.625/0001-87,Secretaria de Direitos Humanos,DF,Brasília,70308-200,2003-07-17T11:07:59Z,2015-03-30T18:31:41Z,1268815
sipia.gov.br,005.478.625/0001-87,Secretaria de Direitos Humanos,DF,Brasília,70308-200,2011-09-30T16:35:51Z,2017-08-31T21:01:10Z,8862007
viversemlimite.gov.br,005.478.625/0001-87,Secretaria de Direitos Humanos,DF,Brasília,70308-200,2012-08-28T18:02:37Z,2017-08-31T21:01:01Z,10385025
xn--certidodenascimento-0vb.gov.br,005.478.625/0001-87,Secretaria de Direitos Humanos,DF,Brasília,70308-200,2009-09-15T18:45:33Z,2017-08-31T20:59:23Z,5978128
mpa.gov.br,005.482.692/0001-75,"Ministério da Agricultura, Pecuaria e Abasteciment",DF,Brasília,70043-900,2009-11-09T12:45:46Z,2018-06-29T14:17:21Z,6243968
pescabrasil.gov.br,005.482.692/0001-75,"Ministério da Agricultura, Pecuaria e Abasteciment",DF,Brasília,70043-900,2003-03-26T18:06:17Z,2012-12-19T10:00:31Z,1144496
preps.gov.br,005.482.692/0001-75,"Ministério da Agricultura, Pecuaria e Abasteciment",DF,Brasília,70043-900,2006-05-29T17:17:58Z,2019-06-18T19:30:14Z,2820376
renaqua.gov.br,005.482.692/0001-75,"Ministério da Agricultura, Pecuaria e Abasteciment",DF,Brasília,70043-900,2014-09-17T20:40:37Z,2018-09-05T18:23:32Z,13294206
seap.gov.br,005.482.692/0001-75,"Ministério da Agricultura, Pecuaria e Abasteciment",DF,Brasília,70043-900,2004-03-01T14:21:14Z,2012-12-19T10:00:36Z,1526492
mulheres.gov.br,005.510.958/0001-46,Secretaria Especial de Politícas para as Mulheres,DF,BRASILIA,70064-900,2010-01-13T14:04:12Z,2014-09-22T17:07:11Z,6426224
politicasmulheres.gov.br,005.510.958/0001-46,Secretaria Especial de Politícas para as Mulheres,DF,BRASILIA,70064-900,2010-01-13T14:04:12Z,2014-09-22T17:07:19Z,6426226
sepm.gov.br,005.510.958/0001-46,Secretaria Especial de Politícas para as Mulheres,DF,BRASILIA,70064-900,2010-01-13T14:04:12Z,2014-09-22T17:21:25Z,6426170
spm.gov.br,005.510.958/0001-46,Secretaria Especial de Politícas para as Mulheres,DF,BRASILIA,70064-900,2010-05-26T13:50:57Z,2019-02-06T19:51:18Z,6887059
spmulheres.gov.br,005.510.958/0001-46,Secretaria Especial de Politícas para as Mulheres,DF,BRASILIA,70064-900,2003-04-03T16:24:04Z,2005-06-29T16:42:12Z,1156300
assistenciasocial.gov.br,005.756.246/0001-01,DTI/SE/MDS E COMBATE A FOME,DF,Brasília,70770-502,2002-11-18T12:32:35Z,2014-06-13T13:26:46Z,1005833
brasilsaudavelesustentavel.gov.br,005.756.246/0001-01,DTI/SE/MDS E COMBATE A FOME,DF,Brasília,70770-502,2015-04-29T19:03:31Z,2017-03-29T20:02:54Z,14074511
caisan.gov.br,005.756.246/0001-01,DTI/SE/MDS E COMBATE A FOME,DF,Brasília,70770-502,2014-05-14T15:19:06Z,2017-03-29T20:03:20Z,12820961
coletasolidaria.gov.br,005.756.246/0001-01,DTI/SE/MDS E COMBATE A FOME,DF,Brasília,70770-502,2007-12-13T14:16:42Z,2016-12-07T13:41:41Z,4117825
combateafome.gov.br,005.756.246/0001-01,DTI/SE/MDS E COMBATE A FOME,DF,Brasília,70770-502,2012-09-28T17:27:21Z,2014-06-13T13:28:01Z,10499645
comprasagriculturafamiliar.gov.br,005.756.246/0001-01,DTI/SE/MDS E COMBATE A FOME,DF,Brasília,70770-502,2016-02-05T17:57:43Z,2017-03-29T20:05:01Z,15166912
desenvolvimentosocial.gov.br,005.756.246/0001-01,DTI/SE/MDS E COMBATE A FOME,DF,Brasília,70770-502,2004-03-23T15:06:49Z,2019-01-07T20:17:36Z,1580366
fimdotrabalhoinfantil.gov.br,005.756.246/0001-01,DTI/SE/MDS E COMBATE A FOME,DF,Brasília,70770-502,2012-05-17T20:17:14Z,2014-06-13T13:26:11Z,9892296
mds.gov.br,005.756.246/0001-01,DTI/SE/MDS E COMBATE A FOME,DF,Brasília,70770-502,2004-05-06T14:40:29Z,2017-03-29T20:00:55Z,1630325
cidadania.gov.br,005.756.246/0004-54,CGLC DO MINISTERIO DA CIDADANIA,DF,Brasília,70040-902,2000-10-25T12:50:30Z,2019-02-05T17:18:35Z,448648
crecima.gov.br,005.760.772/0001-45,CONSELHO REGIONAL DE CORRETORES DE IMÓVEIS - MA,MA,São Luís,65071-670,2017-03-13T14:14:18Z,2019-02-02T19:59:58Z,16705467
tre-mt.gov.br,005.901.308/0001-21,Tribunal Regional Eleitoral de Mato Grosso,MT,Cuiabá,78050-000,1998-08-07T17:06:35Z,2015-01-08T21:12:35Z,106451
acessoainformacao.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2012-02-28T10:43:00Z,2019-05-13T14:16:23Z,9416110
acessoinformacao.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2012-03-09T13:11:06Z,2019-05-13T14:16:42Z,9582965
cademinhamerenda.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2018-05-21T18:19:02Z,2018-05-21T18:19:02Z,18342679
cgu.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2002-05-24T12:30:14Z,2019-05-13T14:19:28Z,857794
contracorrupcao.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2015-12-03T16:42:13Z,2019-05-13T14:19:44Z,14981148
controladoria.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2006-12-27T13:03:33Z,2019-05-13T14:19:55Z,3279595
controle.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2007-10-11T21:32:09Z,2019-05-13T14:20:13Z,3963349
corregedorias.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2018-08-23T18:20:55Z,2018-08-23T18:20:55Z,18724607
e-sic.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2014-04-08T18:09:51Z,2019-05-13T14:26:44Z,12756158
esic.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2014-04-08T18:14:52Z,2019-05-13T14:20:29Z,12756167
info.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2014-04-08T18:09:51Z,2019-05-13T14:20:49Z,12756172
informacao.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2014-04-08T19:15:07Z,2019-05-13T14:20:57Z,12773610
